2.32118000000E-07	3.95542000000E+01
4.39912000000E-07	4.37102000000E+01
6.78496000000E-07	6.46117000000E+01
6.78937000000E-07	6.46192000000E+01
1.18158000000E-06	8.54078000000E+01
2.55008000000E-06	1.06104300000E+02
4.45182000000E-06	1.17371800000E+02
5.94338000000E-06	1.28636700000E+02
6.29333000000E-06	1.31946100000E+02
1.38979000000E-05	1.43541900000E+02
1.39305000000E-05	1.43634000000E+02
1.40489000000E-05	1.43842700000E+02
1.41982000000E-05	1.44051300000E+02
2.71570000000E-05	1.59245400000E+02
7.03089000000E-05	1.81623400000E+02
8.77386000000E-05	1.86654500000E+02
3.00951000000E-04	2.11117300000E+02
2.98465000000E-04	2.11048100000E+02
3.95946000000E-04	2.15920200000E+02
6.93959000000E-04	2.24331200000E+02
9.99609000000E-04	2.30300100000E+02
3.78659000000E-03	2.46126900000E+02
3.20066000000E-03	2.45377300000E+02
4.03837000000E-03	2.50379800000E+02
7.08563000000E-03	2.59185100000E+02
1.02064000000E-02	2.64749400000E+02
1.32130000000E-02	2.68656000000E+02
2.09514000000E-02	2.75391300000E+02
3.51210000000E-02	2.82097000000E+02
4.70514000000E-02	2.85440500000E+02
6.67408000000E-02	2.89196800000E+02
8.74458000000E-02	2.91820100000E+02
1.07899000000E-01	2.93627100000E+02
1.32124000000E-01	2.95600600000E+02
1.57599000000E-01	2.97000800000E+02
1.82427000000E-01	2.98307900000E+02
2.07726000000E-01	2.99331500000E+02
2.32953000000E-01	3.00009400000E+02
2.57542000000E-01	3.00985700000E+02
2.82946000000E-01	3.01592800000E+02
3.08147000000E-01	3.01959100000E+02
3.32274000000E-01	3.03249700000E+02
3.57989000000E-01	3.03714800000E+02
3.83431000000E-01	3.03865400000E+02
4.07381000000E-01	3.04593800000E+02
4.40502000000E-01	3.05494900000E+02
4.74093000000E-01	3.05741000000E+02
5.07985000000E-01	3.05678700000E+02
5.39603000000E-01	3.06938300000E+02
5.73795000000E-01	3.07490300000E+02
6.08379000000E-01	3.07400900000E+02
6.40841000000E-01	3.07143200000E+02
6.73209000000E-01	3.07344900000E+02
7.07035000000E-01	3.08923100000E+02
7.40956000000E-01	3.08632300000E+02
7.74287000000E-01	3.07966300000E+02
8.06091000000E-01	3.09717400000E+02
8.40254000000E-01	3.09701500000E+02
8.73963000000E-01	3.09610400000E+02
9.08178000000E-01	3.09582700000E+02
9.35074000000E-01	3.13258400000E+02
9.57171000000E-01	3.14180100000E+02
9.67817000000E-01	3.15035800000E+02
9.77875000000E-01	3.17344600000E+02
9.82583000000E-01	3.27105400000E+02
9.89576000000E-01	3.43336000000E+02
