1.85E-07	19.5248
2.06E-07	19.5434
2.27E-07	19.5518
3.96E-07	21.463
5.32E-07	23.3719
7.01E-07	25.2654
7.17E-07	25.2823
9.03E-07	27.1904
1.11E-06	29.0741
1.40E-06	30.9881
3.91E-06	43.2222
8.84E-06	55.5183
8.94E-06	55.8371
8.99E-06	55.9434
9.02E-06	56.1761
2.74E-05	78.3453
6.01E-05	99.0043
9.29E-05	111.3261
1.19E-04	119.5271
2.00E-04	136.3596
4.26E-04	160.8739
7.02E-04	175.7958
1.02E-03	186.3396
2.49E-03	210.4716
2.44E-03	210.0558
4.04E-03	222.49
7.04E-03	236.2065
1.00E-02	245.9546
1.31E-02	251.8326
2.08E-02	265.7036
3.13E-02	279.4951
4.22E-02	290.4713
6.05E-02	306.419
8.10E-02	321.1304
1.02E-01	334.4185
1.26E-01	347.7201
1.51E-01	360.2889
1.77E-01	371.6482
2.02E-01	381.9941
2.27E-01	391.8869
2.53E-01	400.247
2.78E-01	407.7628
3.03E-01	414.6053
3.28E-01	420.5283
3.54E-01	425.9825
3.79E-01	430.7425
4.04E-01	434.9817
4.37E-01	439.5195
4.70E-01	443.5636
5.04E-01	447.3316
5.37E-01	450.3596
5.70E-01	453.213
6.04E-01	455.8526
6.37E-01	457.9726
6.70E-01	460.031
7.05E-01	461.9698
7.37E-01	463.8757
7.70E-01	465.6038
8.05E-01	467.5551
8.36E-01	469.2952
8.69E-01	472.4865
9.04E-01	475.9329
9.34E-01	478.7941
9.54E-01	480.7116
9.65E-01	482.0148
9.76E-01	483.5412
9.84E-01	485.403
9.94E-01	489.2757
